,F1 Micro,F1 Macro,ACC MACRO,AUNU,AUNP,model,time,type_parm
0,0.26165556612749763,0.08301886792452831,0.7046622264509991,0.49999797592702544,0.4999898796351271,MultiClass,2.0182037353515625,Très Faible
0,0.2730732635585157,0.08579970104633781,0.7092293054234063,0.5,0.5,MultiClass,5.219072103500366,Faible
0,0.35394862036156044,0.1822110421823794,0.7415794481446243,0.5455209883651558,0.5608200194311006,MultiClass,2.2615017890930176,Moyen
0,0.19790675547098002,0.07222163128111306,0.679162702188392,0.5021761966316054,0.5021701817642992,MultiClass,2.474043369293213,Fort
0,0.3358705994291151,0.16591669448462593,0.7343482397716461,0.5331563455514821,0.5443373185081233,MultiClass,2.958799123764038,Très Fort
0,0.11893434823977164,0.04251700680272109,0.6475737392959087,0.5,0.5,OR,8.485828876495361,Très Faible
0,0.3111322549952426,0.1417127511519421,0.7244529019980971,0.5201102298644212,0.5269876396610352,OR,8.59803056716919,Faible
0,0.2730732635585157,0.08579970104633781,0.7092293054234063,0.5,0.5,OR,8.8195059299469,Moyen
0,0.35680304471931495,0.18598294067364046,0.742721217887726,0.5456894235756463,0.5610730285529227,OR,9.017970561981201,Fort
0,0.34823977164605135,0.1781391220414376,0.7392959086584205,0.5426977291350197,0.5570046418740217,OR,9.136885643005371,Très Fort
0,0.27402473834443386,0.1060412144799541,0.7096098953377735,0.5027685430397983,0.5027289341104416,AS,7.455348253250122,Très Faible
0,0.29305423406279735,0.11902544960977264,0.717221693625119,0.5105602558510306,0.5142393533761538,AS,11.865231275558472,Faible
0,0.28353948620361563,0.10403432443490097,0.7134157944814462,0.5056414644871003,0.5074864285270554,AS,7.811963081359863,Moyen
0,0.2721217887725975,0.09969257195280248,0.708848715509039,0.5052006648379812,0.5069155826631403,AS,8.138112545013428,Fort
0,0.27497621313035203,0.08903316127515416,0.7099904852521408,0.5009971491238832,0.5013493819830518,AS,8.401054859161377,Très Fort
0,0.3149381541389153,0.1522734549749874,0.7259752616555661,0.5265042023406934,0.5351514006584984,ORSP,8.088322162628174,Très Faible
0,0.32540437678401524,0.15723490673922474,0.7301617507136061,0.5275950155547797,0.5368347546823555,ORSP,8.197569131851196,Faible
0,0.35014272121788775,0.18129959011770014,0.7400570884871552,0.5416542607157128,0.5557530900847412,ORSP,8.59030532836914,Moyen
0,0.3720266412940057,0.20221050704789842,0.7488106565176023,0.5543357837411376,0.571356653484165,ORSP,8.326585054397583,Fort
0,0.3824928639391056,0.2549492622723988,0.7529971455756422,0.5677525048312464,0.5811645160649346,ORSP,12.577878475189209,Très Fort
0,0.16270218839200762,0.07245839495115702,0.665080875356803,0.5025085377782144,0.503301664803812,HIER,7.078721046447754,Très Faible
0,0.15318744053282587,0.05313531353135313,0.6612749762131304,0.5,0.5,HIER,7.446476697921753,Faible
0,0.11893434823977164,0.04251700680272109,0.6475737392959087,0.5,0.5,HIER,7.361466407775879,Moyen
0,0.3520456707897241,0.18343006000436732,0.7408182683158897,0.5431671304260736,0.5577805365142765,HIER,7.568380832672119,Fort
0,0.3491912464319695,0.18020828089604832,0.7396764985727879,0.5410735923954114,0.5550480379985966,HIER,8.530449390411377,Très Fort
